candidate_id,region,kind,dfs_executions
319b3b9d44212621,adobe.com,RB,1
6961b4f9b3c54c91,adobe.com,RB,2
be0961a618475470,adobe.com,RB,2
f0d027065665b2ad,adobe.com,MG,1
b1737930a8595ef5,adobe.com,RB,1
045687f465911450,adobe.com,RB,1
dbde15c5cfbbf236,adobe.com,RB,1
1c0ef89ea9bd9573,adobe.com,RB,1
afda95b893666a38,adobe.com,RB,1
42456a96352d84b8,adobe.com,RB,1
6f608c292479c33a,adobe.com,RB,1
6dba7f67f3aeeef0,adobe.com,RB,1
ee4c18180cbd3dfd,adobe.com,RB,1
4e87b5160db5e6b9,adobe.com,RB,1
5f8c0f61c5168b85,adobe.com,RB,1
ffab56f38d6f1f1a,adobe.com,RB,2
106adb4ba488dfb7,adobe.com,RB,2
1c87f5a7ca5f37ff,adobe.com,RB,2
a0d238f63d9be564,adobe.com,RB,2
32cbb1ec2641f45f,adobe.com,RB,2
abecef4ab71f45d7,adobe.com,RB,2
a3a2ed01780b699b,adobe.com,RB,2
139c5e97802cf418,adobe.com,RB,2
b418d3137ee3c6ba,adobe.com,RB,2
43b70bd44bb322f4,adobe.com,RB,2
2d6307b069452f55,adobe.com,RB,2
834643bfaa5f454c,adobe.com,MG,2
f00e1f5b34b1112d,adobe.com,RB,1
25378356a9bc6329,adobe.com,RB,1
5263c44d711cf5c4,adobe.com,RB,1
212c084d4a72c382,adobe.com,RB,1
944e01899ef60468,adobe.com,RB,1
cd53eac5b19fc9d9,adobe.com,RB,1
72ae7a6cf5ff996a,adobe.com,RB,1
85e567fa97f14bbf,adobe.com,RB,1
aca297938f17d5df,adobe.com,RB,1
6ed23ffcdbb7202d,adobe.com,RB,1
1fb6ab08beb29d96,adobe.com,RB,1
c1a230a0c7419a29,adobe.com,MG,2
aae9553595f886b4,baddgrammar.com,SR,2
a694e29dc75e0bb1,baddgrammar.com,SR,2
ce6cf23ebb3c2743,baddgrammar.com,SR,2
558e2f588c2682c4,ac.ru,MG,1
6b47a27856a0b5fc,ac.ru,RB,69
428f61f0f3de34fe,ac.ru,MG,1
a05b7f4501ce233d,ac.ru,MG,1
f9a354b2f35c7f3a,ac.ru,MG,1
4177133b840f7eb6,ac.ru,MG,1
ac8856628c6f4e17,ac.ru,MG,1
e0427a869dae016f,ac.ru,RB,1
aaf761d064200204,ac.ru,RB,2
807d408d8d26dc9b,ac.ru,SR,1
9dd576d474daaef2,ac.ru,SR,1
681d84568e9d5d9d,ac.ru,SR,1
d475d71a6e1881c2,ac.ru,MG,10
6e41667b246fbf84,ac.ru,MG,3
ed6ccdc2d733f621,ac.ru,MG,7
772683a080f48160,ac.ru,RB,67
4a08a1c9074464e5,ac.ru,MG,9
a0e435ccef1576ce,ac.ru,MG,2
3d5b5eda0d9d87c5,ac.ru,MG,6
a206f2e50870ea80,4cq.net,SR,1
186e739cc46471ef,bhve.com,SR,3
64f4c51980b80c4b,bhve.com,SR,3
11abae3fa4b666e4,bhve.com,SR,3
2a74623b58e6d821,bhve.com,SR,3
