region_name,nodes,edges,edge_node_ratio
256s.com,15,16,1.0666666666666667
asiatriathlon.org,12,13,1.0833333333333333
annkelley.com,12,13,1.0833333333333333
31ai.com,14,16,1.1428571428571428
collezioni.ca,14,16,1.1428571428571428
byheartsolution.com,17,16,0.9411764705882353
97554.com,15,15,1.0
4gen.com,11,10,0.9090909090909091
91htc.net,12,13,1.0833333333333333
bjfp8.com,14,15,1.0714285714285714
arecord.com,14,13,0.9285714285714286
ckce.org,12,13,1.0833333333333333
breederspick.com,13,14,1.0769230769230769
bay-co.com,12,11,0.9166666666666666
08327.de,12,13,1.0833333333333333
3d-virtual-world-games.com,16,15,0.9375
aggression.ch,12,13,1.0833333333333333
cl886.com,14,13,0.9285714285714286
bteco.com,13,14,1.0769230769230769
alexloza.com,19,19,1.0
bonitos.net,15,16,1.0666666666666667
audaciously.com,12,13,1.0833333333333333
birthdaypresentporn.info,11,10,0.9090909090909091
bloodnfiresanantonio.com,11,10,0.9090909090909091
aredacao.com,12,13,1.0833333333333333
atudo.com,13,14,1.0769230769230769
berlin-potsdam.de,12,13,1.0833333333333333
benojd.com,8,8,1.0
567wyt.com,12,13,1.0833333333333333
7bna.com,24,29,1.2083333333333333
8p-life.com,17,16,0.9411764705882353
adhesivesglue.com,15,16,1.0666666666666667
brinster.com,14,16,1.1428571428571428
analityk.eu,12,13,1.0833333333333333
all-nude-celebrity.net,13,12,0.9230769230769231
aboutchennai.com,24,25,1.0416666666666667
andy-one.com,21,24,1.1428571428571428
behaviormachine.com,20,21,1.05
b8847.cn,5,4,0.8
1ca.ca,12,13,1.0833333333333333
apbr.com,18,21,1.1666666666666667
approvedescrow.com,25,28,1.12
boogiechillin.de,9,8,0.8888888888888888
boredom-induced.com,24,29,1.2083333333333333
cimre.com,12,13,1.0833333333333333
brahamin.com,12,11,0.9166666666666666
chickentrailers.com,13,14,1.0769230769230769
aydinlatma.org,12,13,1.0833333333333333
agrol-mendo.biz,12,13,1.0833333333333333
colis-logistique.com,8,7,0.875
clzxny.com,13,14,1.0769230769230769
b8271.cn,5,4,0.8
australianscreenmusic.com,12,11,0.9166666666666666
aafprs.com,14,15,1.0714285714285714
brannentemple.com,11,10,0.9090909090909091
champex.net,16,15,0.9375
bittyschram.com,15,16,1.0666666666666667
blogoye.org,18,18,1.0
ammoms.com,17,16,0.9411764705882353
23730.com,17,16,0.9411764705882353
blackbirdfood.com,18,17,0.9444444444444444
1944willysmb.com,17,17,1.0
566hj.cn,5,4,0.8
6091.de,16,15,0.9375
ankido.net,15,17,1.1333333333333333
caraccidentlawyersmiami.com,15,16,1.0666666666666667
angelite.nl,20,21,1.05
be-a-moneymaker.com,12,13,1.0833333333333333
aeceslasu.com,12,11,0.9166666666666666
classicimperials.com,15,15,1.0
blacksheepbroadband.com,14,15,1.0714285714285714
bettest.net,16,17,1.0625
bridgenews.org,16,19,1.1875
126z.com,13,14,1.0769230769230769
bjvast.com,12,13,1.0833333333333333
2nd-queens.com,15,16,1.0666666666666667
chateaupouech.com,10,9,0.9
blankfaces.com,16,15,0.9375
aprtments.net,12,13,1.0833333333333333
cavemanprogram.com,11,10,0.9090909090909091
autotrafficjamm.com,15,16,1.0666666666666667
carpricenew.com,15,16,1.0666666666666667
capehorn.net,12,13,1.0833333333333333
autoinsurancetampa.org,12,13,1.0833333333333333
bikesonline.de,12,13,1.0833333333333333
axixi.cn,6,6,1.0
cheap-diamond-earrings.com,10,9,0.9
cheapsoftwares.net,12,13,1.0833333333333333
4anum.com,12,13,1.0833333333333333
agostinihitech.net,26,25,0.9615384615384616
cluich.net,12,13,1.0833333333333333
betterbloggingforbloggers.com,15,16,1.0666666666666667
bagwis.com,12,13,1.0833333333333333
a9094.cn,5,4,0.8
bencocommunities.com,17,17,1.0
cabelas.eu,12,13,1.0833333333333333
asbergers.net,14,15,1.0714285714285714
che-chandler.com,14,13,0.9285714285714286
apuic.com,17,16,0.9411764705882353
autogrammen.de,13,14,1.0769230769230769
ccilg.be,15,14,0.9333333333333333
balinesetreasures.com,16,15,0.9375
68hj.com,13,12,0.9230769230769231
anecdotashipicas.com,15,16,1.0666666666666667
aiiia.com,13,12,0.9230769230769231
armits.com,15,16,1.0666666666666667
billpenny.com,15,16,1.0666666666666667
bahtmeter.com,16,17,1.0625
cathedraltown.com,15,16,1.0666666666666667
9igcc.com,15,14,0.9333333333333333
55uk.net,17,18,1.0588235294117647
arholm.com,15,16,1.0666666666666667
4newsnet.com,18,17,0.9444444444444444
campusbasket.com,16,15,0.9375
2244.com,15,16,1.0666666666666667
c5398.cn,5,4,0.8
chikadl.com,18,17,0.9444444444444444
bxwr.com,40,45,1.125
c3335.cn,5,4,0.8
c5855.cn,5,4,0.8
budvakt.com,15,16,1.0666666666666667
cbspl.com,15,16,1.0666666666666667
bloggercom.org,12,13,1.0833333333333333
cherilyn.net,20,21,1.05
ckwu.com,17,16,0.9411764705882353
cineupdate.com,27,28,1.037037037037037
brittoli.net,12,13,1.0833333333333333
bp-hk.com,15,14,0.9333333333333333
calblog.com,12,13,1.0833333333333333
bitsikas.com,16,15,0.9375
afreeridersjourney.com,15,16,1.0666666666666667
beautypageantconsultants.com,12,13,1.0833333333333333
5748.de,15,14,0.9333333333333333
cima-sites.net,28,31,1.1071428571428572
avjd.com,12,13,1.0833333333333333
ambagefrance.com,16,17,1.0625
aegonusa.com,37,41,1.1081081081081081
badhofer.com,17,16,0.9411764705882353
bccweb.com,24,25,1.0416666666666667
cameraphoto.org,12,13,1.0833333333333333
amberwatch.com,13,12,0.9230769230769231
alexandersjewellery.com,14,15,1.0714285714285714
blockdiagrams.com,12,13,1.0833333333333333
annuller.com,12,13,1.0833333333333333
autotunes.com,12,13,1.0833333333333333
ativic.com,12,13,1.0833333333333333
cleanandserene.net,15,16,1.0666666666666667
cellulose.at,12,13,1.0833333333333333
boerstler.com,15,16,1.0666666666666667
cherty.com,12,13,1.0833333333333333
bdwebtech.com,19,20,1.0526315789473684
call-em-all.com,23,25,1.0869565217391304
basketballfan.com,12,13,1.0833333333333333
canadate.com,13,14,1.0769230769230769
bistrosauce.com,17,16,0.9411764705882353
2gossip.de,21,23,1.0952380952380953
aafs.ca,17,17,1.0
cctvbrazil.com,15,16,1.0666666666666667
aventar.com,13,14,1.0769230769230769
benitses.de,14,15,1.0714285714285714
canecorsoitaliano.net,18,17,0.9444444444444444
chakratherapie.org,12,13,1.0833333333333333
alogo.com,12,13,1.0833333333333333
aunet.com,19,18,0.9473684210526315
albatros-flugmuseum.de,13,14,1.0769230769230769
caryn.net,17,16,0.9411764705882353
71645.com,12,13,1.0833333333333333
blogtheking.com,17,16,0.9411764705882353
8lmz.com,12,13,1.0833333333333333
christian-mueller.com,12,13,1.0833333333333333
antoniomariani.eu,12,13,1.0833333333333333
3dds.com,15,14,0.9333333333333333
cmetrics.com,12,13,1.0833333333333333
bexalomer.com,13,14,1.0769230769230769
cheapdigitalcamerasprice.com,13,14,1.0769230769230769
c7773.cn,5,4,0.8
catchthelight.net,20,20,1.0
adamcopeland.net,13,14,1.0769230769230769
c1514.cn,5,4,0.8
celebpsychic.com,22,21,0.9545454545454546
antiquefirearms.org,13,13,1.0
73408.com,13,12,0.9230769230769231
c1rcashoes.com,12,11,0.9166666666666666
brendavann.com,15,14,0.9333333333333333
appareal.com,12,13,1.0833333333333333
1b17.com,7,7,1.0
catchphase.com,14,13,0.9285714285714286
alsista.de,13,14,1.0769230769230769
cgdxc.com,5,4,0.8
africatopjobs.com,25,27,1.08
bhve.com,32,41,1.28125
2moons-dil.com,12,13,1.0833333333333333
b7186.cn,5,4,0.8
broken100.com,15,14,0.9333333333333333
bluesnowgarden.com,15,16,1.0666666666666667
atheertele.com,29,32,1.103448275862069
buckr.com,17,16,0.9411764705882353
armored-car.com,11,10,0.9090909090909091
401hospedando.info,22,26,1.1818181818181819
bratislavaslovakia.net,10,9,0.9
bannedforlife.com,12,13,1.0833333333333333
buendnis.org,18,17,0.9444444444444444
abanio.com,12,13,1.0833333333333333
b302.cn,5,4,0.8
alflac.com,15,16,1.0666666666666667
adf-tsuji.com,22,21,0.9545454545454546
benefitsplanner.com,15,14,0.9333333333333333
becff.com,13,12,0.9230769230769231
arquivodamusica.com,15,14,0.9333333333333333
clwm.com,12,13,1.0833333333333333
5intangibles.com,13,14,1.0769230769230769
609a.com,8,8,1.0
buy-baby-bedding-online.com,13,12,0.9230769230769231
blitzclients.com,18,17,0.9444444444444444
capitalplanningservices.com,17,17,1.0
atudem.org,14,13,0.9285714285714286
autodiagnostik.de,12,13,1.0833333333333333
cmfie.com,3,2,0.6666666666666666
bluemoonandstars.com,16,17,1.0625
cakedecoratingbooks.org,17,16,0.9411764705882353
bibamus.com,12,13,1.0833333333333333
babaaurhum.com,13,14,1.0769230769230769
7alal.net,15,14,0.9333333333333333
2ratelock.com,13,14,1.0769230769230769
c8924.cn,5,4,0.8
amoreweb.com,16,16,1.0
cardifffc.com,16,15,0.9375
cexcam.com,14,15,1.0714285714285714
alurium.com,31,34,1.096774193548387
babyjuice.net,18,17,0.9444444444444444
bvsex.com,21,22,1.0476190476190477
ald3ya.net,21,24,1.1428571428571428
bonsai-art.com,17,20,1.1764705882352942
c2-suncomet.com,22,27,1.2272727272727273
adrianasalazarbotero.com,17,18,1.0588235294117647
5element.org,12,11,0.9166666666666666
beantownbaker.com,13,12,0.9230769230769231
assemblyofbishops.org,17,16,0.9411764705882353
an-najwa.com,21,20,0.9523809523809523
ana-flirt.de,16,17,1.0625
bizend.com,8,7,0.875
0sweat.com,12,13,1.0833333333333333
a3366.cn,5,4,0.8
cafeburlington.com,18,20,1.1111111111111112
blows.eu,12,13,1.0833333333333333
applitex.com,18,19,1.0555555555555556
bankgebuehren.net,12,13,1.0833333333333333
360ams.com,14,15,1.0714285714285714
apuntelebien.com,13,12,0.9230769230769231
besthifi.de,12,13,1.0833333333333333
bgvv.com,12,13,1.0833333333333333
angaran.com,18,17,0.9444444444444444
afex.eu,12,13,1.0833333333333333
businesscollege.net,14,15,1.0714285714285714
blackrabbits.net,13,12,0.9230769230769231
9fensi.com,13,14,1.0769230769230769
bubblesmakehimsmile.com,21,20,0.9523809523809523
birthbysleep.com,21,26,1.2380952380952381
11pm.org,20,21,1.05
0z00.com,12,11,0.9166666666666666
cityback.de,12,13,1.0833333333333333
badgym.com,17,16,0.9411764705882353
bh6p.com,14,13,0.9285714285714286
19100.net,8,7,0.875
91-f.com,13,12,0.9230769230769231
aper.net,27,32,1.1851851851851851
bd288.com,18,17,0.9444444444444444
cajatonta.tv,13,14,1.0769230769230769
cchall.com,12,13,1.0833333333333333
acutate.com,16,17,1.0625
budgetspecialserver.nl,22,26,1.1818181818181819
aqxie.com,20,19,0.95
bluebooby.net,13,14,1.0769230769230769
bagbuy.de,12,13,1.0833333333333333
az91.cn,5,4,0.8
bi-ru.com,13,13,1.0
ciberinn.com,22,26,1.1818181818181819
akimiojewelry.com,11,10,0.9090909090909091
bbrodt.com,14,13,0.9285714285714286
awtimetable.com,16,15,0.9375
as7ap4you.com,13,14,1.0769230769230769
college411.net,14,15,1.0714285714285714
capadonna.com,12,13,1.0833333333333333
cartran.com,13,14,1.0769230769230769
bds.tv,19,18,0.9473684210526315
autosecondhand.info,12,13,1.0833333333333333
btf-chemiepark.com,13,15,1.1538461538461537
b9354.cn,5,4,0.8
chambersgarden.de,15,16,1.0666666666666667
aetat.no,17,16,0.9411764705882353
berhaus.de,12,13,1.0833333333333333
1buysoma.com,13,12,0.9230769230769231
acslab.com,17,16,0.9411764705882353
57181.cn,10,9,0.9
bcsap.ca,15,16,1.0666666666666667
a1974.cn,5,4,0.8
anotherlamesite.com,14,13,0.9285714285714286
administratiesoftware.org,12,11,0.9166666666666666
aleemsay.com,12,13,1.0833333333333333
b1203.cn,5,4,0.8
adxw.com,20,21,1.05
cazj.com,13,12,0.9230769230769231
cartonianimati.net,13,14,1.0769230769230769
arthrodese.com,17,16,0.9411764705882353
40inchplus-pics.com,13,12,0.9230769230769231
askbrianwood.com,21,26,1.2380952380952381
cihanhost.com,22,26,1.1818181818181819
annmzz.com,24,27,1.125
brendanfinan.com,17,16,0.9411764705882353
ballsex.eu,12,13,1.0833333333333333
1st2do.com,11,10,0.9090909090909091
awikipedia.org,13,14,1.0769230769230769
cbhb.com,13,14,1.0769230769230769
bestteachina.com,10,9,0.9
100style.com,12,13,1.0833333333333333
09207.de,12,13,1.0833333333333333
chinaria.com,11,10,0.9090909090909091
avandia.net,12,13,1.0833333333333333
beardeddragons.org,14,13,0.9285714285714286
booexpress.com,30,35,1.1666666666666667
alfapoker.com,12,13,1.0833333333333333
ckuna.com,15,16,1.0666666666666667
24wro.com,18,21,1.1666666666666667
beat-master.net,17,16,0.9411764705882353
bullaby.net,13,14,1.0769230769230769
angelostateuniversity.com,17,16,0.9411764705882353
caresme.com,17,16,0.9411764705882353
buifa.com,13,12,0.9230769230769231
batchles.com,13,12,0.9230769230769231
5wgm.com,20,19,0.95
andrewduke.com,16,15,0.9375
bizonet.com,13,14,1.0769230769230769
aguilerabuff.com,14,13,0.9285714285714286
al-duroos.com,16,15,0.9375
armenianchildren.com,14,14,1.0
au1.com,12,13,1.0833333333333333
8x645.info,12,11,0.9166666666666666
blackest.de,15,16,1.0666666666666667
boim.cn,6,5,0.8333333333333334
caretreatment.net,15,16,1.0666666666666667
business-money-market.com,24,26,1.0833333333333333
c5381.cn,5,4,0.8
a1476.cn,5,4,0.8
boelsma.net,15,14,0.9333333333333333
chaiyo-aa.com,22,21,0.9545454545454546
bsuf.eu,12,13,1.0833333333333333
academyfightsong.com,18,19,1.0555555555555556
bb303.com,11,10,0.9090909090909091
5247.net,8,7,0.875
bloggers.su,22,21,0.9545454545454546
beachcove.net,12,13,1.0833333333333333
bodypiercingbiz.com,13,12,0.9230769230769231
b3059.cn,5,4,0.8
altekmak.com,18,18,1.0
blogmabilgi.com,13,12,0.9230769230769231
bureauangenent.nl,12,13,1.0833333333333333
batakonline.com,15,16,1.0666666666666667
arqueohistoria.com,12,13,1.0833333333333333
clientless.net,13,14,1.0769230769230769
4j65.com,14,13,0.9285714285714286
clithub.com,16,15,0.9375
andreitarkovsky.com,16,15,0.9375
albissolamarina.org,15,14,0.9333333333333333
4english.net,10,9,0.9
24akar.com,12,13,1.0833333333333333
ckv.eu,15,14,0.9333333333333333
arizonahomebuilder.org,12,12,1.0
celebrity-pictures.org,27,26,0.9629629629629629
adjudicado.com,16,15,0.9375
3839.de,13,14,1.0769230769230769
chapelhillms.com,15,16,1.0666666666666667
colibribaby.com,17,16,0.9411764705882353
alliecat.org,13,12,0.9230769230769231
caherconlish.com,17,16,0.9411764705882353
btmp.net,12,13,1.0833333333333333
chowchilla.com,12,13,1.0833333333333333
cloreo.com,12,13,1.0833333333333333
3344dd.com,13,12,0.9230769230769231
bearlook.com,15,16,1.0666666666666667
birdcaged.com,17,16,0.9411764705882353
bpme.org,13,14,1.0769230769230769
bmcw.com,12,13,1.0833333333333333
1959buick.com,15,17,1.1333333333333333
3596.de,16,15,0.9375
11-hour.com,15,16,1.0666666666666667
01012.net,13,14,1.0769230769230769
americanorientexpress.com,19,22,1.1578947368421053
bopsource.com,19,19,1.0
arjun-bijlani.com,23,26,1.1304347826086956
abece.com,19,18,0.9473684210526315
12loat.com,15,16,1.0666666666666667
23december.com,15,14,0.9333333333333333
anneprendergast.com,14,13,0.9285714285714286
carcassplay.com,17,16,0.9411764705882353
a8217.cn,5,4,0.8
alaolla.com,14,15,1.0714285714285714
college-dorm-rugs.com,13,12,0.9230769230769231
autobucks.net,14,15,1.0714285714285714
adig.net,11,10,0.9090909090909091
abaldo.com,13,14,1.0769230769230769
azawakh-abis.de,23,29,1.2608695652173914
b6042.cn,5,4,0.8
cardratings.de,12,13,1.0833333333333333
1pornshow.com,12,13,1.0833333333333333
all-about-travels.com,24,25,1.0416666666666667
centerpillarmarketing.com,19,18,0.9473684210526315
a3entretenimento.com,15,16,1.0666666666666667
650vh.com,14,13,0.9285714285714286
910827.com,12,11,0.9166666666666666
abbyballons.com,14,15,1.0714285714285714
azv65.com,12,13,1.0833333333333333
berlin-kliniken.de,18,21,1.1666666666666667
35129.com,18,21,1.1666666666666667
batavia.org,12,13,1.0833333333333333
bccb.de,12,13,1.0833333333333333
carbonfasern.de,12,13,1.0833333333333333
1stopleadsystems.net,12,11,0.9166666666666666
aeroles.com,13,12,0.9230769230769231
10272004.com,14,14,1.0
cad-addict.com,27,26,0.9629629629629629
byelaw.com,12,13,1.0833333333333333
asrama.com,15,16,1.0666666666666667
announced.org,13,14,1.0769230769230769
amazonherb.com,19,18,0.9473684210526315
aobd.net,12,13,1.0833333333333333
andreelhay.com,23,22,0.9565217391304348
brunnerhealthcare.com,12,13,1.0833333333333333
bunig.net,12,11,0.9166666666666666
3avav.com,15,16,1.0666666666666667
78qvod.com,11,10,0.9090909090909091
23946.de,12,13,1.0833333333333333
acoel.com,12,13,1.0833333333333333
billdeacon.com,16,15,0.9375
broadcastcable.com,12,13,1.0833333333333333
boyno.com,17,16,0.9411764705882353
adomio.com,13,14,1.0769230769230769
cnwzq.com,12,13,1.0833333333333333
640088.com,5,4,0.8
aprimera.com,17,18,1.0588235294117647
2fcom.net,25,27,1.08
24634.de,12,13,1.0833333333333333
bjqdb.com,12,11,0.9166666666666666
authenticselfdiscovery.com,17,16,0.9411764705882353
citibanks.ca,14,15,1.0714285714285714
cb-lissa.de,15,14,0.9333333333333333
characature.com,12,13,1.0833333333333333
55406.net,16,17,1.0625
1automotiveparts.com,10,9,0.9
c7713.cn,5,4,0.8
acaeum.com,18,21,1.1666666666666667
c6156.cn,5,4,0.8
adventure-supply.com,14,15,1.0714285714285714
blueempire.org,14,15,1.0714285714285714
abios.com,13,14,1.0769230769230769
bccorporacion.com,12,13,1.0833333333333333
cf230.com,13,12,0.9230769230769231
bankmelli.ir,14,13,0.9285714285714286
alma-fla.com,15,16,1.0666666666666667
58sns.com,7,7,1.0
bestcheapmassage.com,14,15,1.0714285714285714
alike.ca,15,16,1.0666666666666667
bcstrophy.com,18,17,0.9444444444444444
acornhillquilts.com,13,14,1.0769230769230769
appletzone.com,10,9,0.9
18kjewelryshop.com,11,10,0.9090909090909091
31593.com,16,17,1.0625
188d.com,15,16,1.0666666666666667
16pe.com,14,13,0.9285714285714286
4949cc.com,13,12,0.9230769230769231
a2781.cn,5,4,0.8
barkandsparkle.com,12,11,0.9166666666666666
bestseoboom.com,16,17,1.0625
18dc.com,11,10,0.9090909090909091
ad724.com,13,12,0.9230769230769231
betriebsdatenerfassung.net,12,13,1.0833333333333333
1-hourcashadvance.com,21,20,0.9523809523809523
beernewsletter.com,17,16,0.9411764705882353
babyboomersinfo.com,15,16,1.0666666666666667
cafesolodios.com,16,17,1.0625
arabdawn.com,11,10,0.9090909090909091
bbasaran.net,17,16,0.9411764705882353
bluet.com,23,26,1.1304347826086956
arrowtips.com,12,13,1.0833333333333333
automobilklub.net,12,13,1.0833333333333333
charritos.com,8,7,0.875
bestechung.at,18,19,1.0555555555555556
asoso.de,12,13,1.0833333333333333
allwin21.com,14,13,0.9285714285714286
affraid.com,12,13,1.0833333333333333
avantiskinandlaser.com,12,13,1.0833333333333333
43hn.com,14,13,0.9285714285714286
aznsource.com,25,28,1.12
calrec.com,23,22,0.9565217391304348
cashshop.org,12,13,1.0833333333333333
chicagoconnection.com,16,17,1.0625
bauherr.eu,12,13,1.0833333333333333
3kogao.com,14,15,1.0714285714285714
cncn.in,98,155,1.5816326530612246
classicfloraldesigns.com,18,17,0.9444444444444444
blaasveld.com,13,14,1.0769230769230769
cherilynnpetportraits.com,21,20,0.9523809523809523
arosmu.org,14,15,1.0714285714285714
c641.cn,5,4,0.8
catskillflies.com,13,12,0.9230769230769231
05456.de,12,13,1.0833333333333333
alemparalela.com,15,16,1.0666666666666667
berdber.com,14,15,1.0714285714285714
aazilla.com,15,15,1.0
cantonville.com,12,13,1.0833333333333333
antiflag.com,13,14,1.0769230769230769
castinggirl.com,13,14,1.0769230769230769
1p.ca,12,13,1.0833333333333333
bbb14.net,15,14,0.9333333333333333
bikerchick.de,12,13,1.0833333333333333
20days.net,12,13,1.0833333333333333
childrensbookcompany.com,15,14,0.9333333333333333
7k9k.com,13,12,0.9230769230769231
cargarage.com,16,17,1.0625
cedom.org,13,14,1.0769230769230769
al5ub.com,13,14,1.0769230769230769
acceleren.com,20,21,1.05
authoritynetworker.com,13,14,1.0769230769230769
a-a-m.com,14,13,0.9285714285714286
chelsey.de,15,16,1.0666666666666667
bjszcy.com,5,4,0.8
babysixstring.com,24,30,1.25
auslandsreisekrankenversicherung.org,12,13,1.0833333333333333
aaiga.com,10,9,0.9
bookmarkstories.info,15,16,1.0666666666666667
actorsexp.com,20,19,0.95
bridgingtheamericas.net,15,14,0.9333333333333333
citiec.com,12,13,1.0833333333333333
921theblaze.com,13,12,0.9230769230769231
butcherboard.com,38,47,1.236842105263158
canzonisten.de,16,15,0.9375
60757.com,13,13,1.0
artsci.net,27,31,1.1481481481481481
childsday.com,24,29,1.2083333333333333
belligerent.com,12,13,1.0833333333333333
alcorao.com,15,16,1.0666666666666667
bia2rap15.com,25,28,1.12
agive.com,15,15,1.0
cdspak.com,18,17,0.9444444444444444
c7114.cn,5,4,0.8
c3754.cn,5,4,0.8
bcmschool.com,17,16,0.9411764705882353
blumensaat.com,15,16,1.0666666666666667
aigeba.com,14,15,1.0714285714285714
allthawaylive.com,20,19,0.95
adamboettiger.com,22,22,1.0
bikini-hotline.com,15,16,1.0666666666666667
4x4greece.com,12,13,1.0833333333333333
batmn.com,15,16,1.0666666666666667
bouffemont.com,15,16,1.0666666666666667
asuit.com,12,13,1.0833333333333333
bredbandsbolaget.se,54,54,1.0
anvds.com,10,10,1.0
blueshe.com,8,7,0.875
aviccable.com,9,8,0.8888888888888888
bankofoklahoma.org,13,14,1.0769230769230769
86309.com,13,12,0.9230769230769231
bassarai.com,15,16,1.0666666666666667
cocorocom.com,15,16,1.0666666666666667
bluegrooveconcepts.com,15,14,0.9333333333333333
bofilm.net,12,13,1.0833333333333333
armreif.org,12,13,1.0833333333333333
41536.com,15,16,1.0666666666666667
abcmusical.net,13,14,1.0769230769230769
amicuscreative.com,23,26,1.1304347826086956
airsoft-cube.com,17,16,0.9411764705882353
artfulstep.com,15,16,1.0666666666666667
bogartassociates.com,14,13,0.9285714285714286
animalspirit.net,12,13,1.0833333333333333
chamonixhockeyclub.net,16,19,1.1875
cancerologues.fr,12,13,1.0833333333333333
appletonrumus.com,17,16,0.9411764705882353
aecipe.com,12,13,1.0833333333333333
ccdcct.com,13,12,0.9230769230769231
aresteroidslegal.com,11,10,0.9090909090909091
c3036.cn,5,4,0.8
afstudeerders.com,14,13,0.9285714285714286
babyfever.com,12,13,1.0833333333333333
03663.de,12,13,1.0833333333333333
alltiedup.org,19,18,0.9473684210526315
blowupwaterslidesforsale.com,14,13,0.9285714285714286
betataste.com,18,17,0.9444444444444444
ah-yat.com,13,14,1.0769230769230769
alohacoffeefundraising.com,17,16,0.9411764705882353
capella.edu,137,161,1.1751824817518248
betterhostingdeals.com,33,37,1.121212121212121
12feet.net,19,20,1.0526315789473684
awgo.org,15,14,0.9333333333333333
bgschool-paphos.com,14,15,1.0714285714285714
chezvalentine.com,17,16,0.9411764705882353
brandonlinder.com,12,13,1.0833333333333333
bioenergylists.org,36,52,1.4444444444444444
anitaharrisofficialsite.com,13,14,1.0769230769230769
brittons.com,12,13,1.0833333333333333
ankorobox.net,14,13,0.9285714285714286
adveho.com,13,14,1.0769230769230769
bnsrt.com,9,9,1.0
auto-web-review.info,17,16,0.9411764705882353
bohorbutat.info,13,12,0.9230769230769231
boredsurf.info,13,14,1.0769230769230769
007tk.net,8,7,0.875
661xx.com,12,11,0.9166666666666666
b-o-o-k-m-a-r-k.de,12,13,1.0833333333333333
bluefingerdiscoband.com,15,16,1.0666666666666667
aoxi.cn,4,4,1.0
0744.cc,8,7,0.875
cecylia-rumia.com,17,16,0.9411764705882353
advbeacon.net,7,6,0.8571428571428571
ax39.com,5,4,0.8
brandservices.eu,12,13,1.0833333333333333
callmeguich.com,13,12,0.9230769230769231
anlegerschutzauskunft.de,12,13,1.0833333333333333
2234.us,20,20,1.0
chaswilson.com,14,13,0.9285714285714286
20lz.com,13,12,0.9230769230769231
c10.org,15,16,1.0666666666666667
amys.net,13,14,1.0769230769230769
4213.com,14,13,0.9285714285714286
bornfreemeetingschedule.com,13,12,0.9230769230769231
2300.com,15,16,1.0666666666666667
babybubble.biz,12,11,0.9166666666666666
auditrisk.com,12,13,1.0833333333333333
ciptajuta.net,29,28,0.9655172413793104
arie.eu,10,9,0.9
carvertising.com,20,21,1.05
2downloads.com,12,11,0.9166666666666666
armagedom.com,8,7,0.875
churchpointbuggyfestival.com,13,12,0.9230769230769231
56nc.com,18,18,1.0
a-r-s.at,17,16,0.9411764705882353
behin.com,15,16,1.0666666666666667
69760.com,12,13,1.0833333333333333
clarenbachhaus.de,13,14,1.0769230769230769
camberwell.com,12,13,1.0833333333333333
choroukonline.com,15,16,1.0666666666666667
brewmaster.de,18,18,1.0
artym.com,12,13,1.0833333333333333
2130.de,12,13,1.0833333333333333
bama.ca,17,18,1.0588235294117647
amies.eu,12,13,1.0833333333333333
appfuzion.com,12,13,1.0833333333333333
bizzard.net,13,14,1.0769230769230769
adivor.info,19,18,0.9473684210526315
anopinion.com,14,13,0.9285714285714286
4biura.com,16,15,0.9375
cncmagazine.com,11,10,0.9090909090909091
acaiforlife.com,15,16,1.0666666666666667
0351.eu,12,13,1.0833333333333333
becau.com,15,15,1.0
artpros.com,13,14,1.0769230769230769
3-d.at,12,13,1.0833333333333333
blwsj.com,9,8,0.8888888888888888
cipla.it,12,13,1.0833333333333333
cadyo.com,10,9,0.9
010iis.com,14,13,0.9285714285714286
banatmall.net,16,18,1.125
arpaise.com,14,13,0.9285714285714286
9195.jp,20,21,1.05
capitalgrowth.de,12,13,1.0833333333333333
9ad.com,16,16,1.0
bateke.com,17,16,0.9411764705882353
bbbvideos.com,10,9,0.9
59ct.com,5,4,0.8
cacty.com,12,13,1.0833333333333333
citymoda.net,12,13,1.0833333333333333
9dbjsy.com,19,18,0.9473684210526315
cadencehealthcare.com,14,14,1.0
carmichael3d.com,13,14,1.0769230769230769
adrianklumpes.com,15,16,1.0666666666666667
altavsita.de,13,14,1.0769230769230769
banstore.net,21,21,1.0
blackmesahost.com,23,24,1.0434782608695652
247exhibits.com,15,16,1.0666666666666667
babyboatshop.com,13,14,1.0769230769230769
123kat.de,12,13,1.0833333333333333
alexwexo.com,17,16,0.9411764705882353
aaronsrod.com,15,16,1.0666666666666667
22337.de,15,16,1.0666666666666667
businessupdates.eu,12,13,1.0833333333333333
bollywoodmonster.com,13,12,0.9230769230769231
benefitone.com,13,14,1.0769230769230769
ciub.net,12,13,1.0833333333333333
alicesneary.com,14,13,0.9285714285714286
c3652.cn,5,4,0.8
colreservas.net,22,27,1.2272727272727273
colonycollapse.org,13,13,1.0
a3140.cn,5,4,0.8
aling.com,12,13,1.0833333333333333
americanamishcompany.com,20,19,0.95
branchen-fix.de,18,17,0.9444444444444444
afde.com,55,62,1.1272727272727272
brk-muenchen.de,55,77,1.4
76092.com,12,13,1.0833333333333333
christpal.net,13,14,1.0769230769230769
bloggercustom.net,15,16,1.0666666666666667
caetz.de,12,13,1.0833333333333333
accessorygenie.com,27,26,0.9629629629629629
chromerims.org,18,17,0.9444444444444444
brandingdigital.com,15,16,1.0666666666666667
codeethics.com,20,21,1.05
chemielabor.de,12,13,1.0833333333333333
a3461.cn,5,4,0.8
clinamenhall.com,16,16,1.0
betafashion.com,10,9,0.9
akoto.com,13,14,1.0769230769230769
